Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class,Toughness
Solutionised  + Artificially peak aged,0.0,0.972472472,0.0,0.0,0.0,0.0,0.0,0.000500501,0.003753754,0.0,0.0,0.002502503,0.0,0.0,0.006006006,0.005005005,0.0,0.0,0.0,0.008008008,0.0,0.000500501,0.0,0.001251251,0.0,11.0,300.0,260.0,2,1650.0
Solutionised  + Artificially peak aged,0.0,0.97047047,0.0,0.0,0.0,0.0,0.0,0.000500501,0.007007007,0.0,0.0,0.002002002,0.0,0.0,0.007507508,0.002752753,0.0,0.0,0.0,0.008508509,0.0,0.000500501,0.0,0.000750751,0.0,11.0,360.0,320.0,2,1980.0
Solutionised  + Artificially peak aged,0.0,0.96024006,0.0,0.0,0.0,0.0,0.0,0.001250313,0.009002251,0.0,0.0,0.00100025,0.0,0.0,0.009002251,0.005501375,0.0,0.0,0.0,0.010002501,0.0,0.0,0.0,0.004001,0.0,6.78,389.0,366.0,2,1318.71
Solutionised  + Artificially peak aged,0.0,0.9334,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,10.0,415.0,290.0,2,2075.0
Solutionised  + Artificially peak aged,0.0,0.9315,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0015,10.0,413.68542,289.579794,2,2068.4271
Solutionised  + Artificially peak aged,0.0,0.927963982,0.0,0.0,0.0,0.0,0.0,0.00050025,0.043521761,0.0,0.0,0.002501251,0.0,0.0,0.015007504,0.006003002,0.0,0.0,0.0,0.002501251,0.0,0.000750375,0.0,0.001250625,0.0,5.405,436.0,333.5,2,1178.29
Solutionised  + Artificially peak aged,0.0,0.927927928,0.0,0.0,0.0,0.0,0.0,0.000500501,0.044544545,0.0,0.0,0.003503504,0.0,0.0,0.005005005,0.008008008,0.0,0.0,0.0,0.008508509,0.0,0.000750751,0.0,0.001251251,0.0,4.5,431.0,390.0,2,969.75
Solutionised  + Artificially peak aged,0.0,0.927473848,0.0,0.0,0.0,0.0,0.0,0.0,0.06306622,0.0,0.0,0.001501577,0.0,0.0,0.000100105,0.003003153,0.0,0.0,0.0,0.001001051,0.0,0.000600631,0.001001051,0.000500526,0.001751839,7.0,391.5,261.0,2,1370.25
Solutionised  + Artificially peak aged,0.0,0.92445,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.003,0.0,0.0,0.0002,0.003,0.0,0.0,0.0,0.002,0.0,0.0006,0.001,0.001,0.00175,10.0,415.0,281.8720234779904,2,2075.0
Solutionised  + Artificially peak aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,6.0,506.5,424.0,2,1519.5
Solutionised  + Artificially peak aged,0.0,0.924,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,11.0,456.0,395.0,2,2508.0
Solutionised  + Artificially peak aged,0.0,0.924,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,11.0,456.0,395.0,2,2508.0
Solutionised  + Artificially peak aged,0.0,0.9795,0.0,0.0,0.0,0.0,0.0,0.002,0.0025,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,12.0,310.264065,275.79028,2,1861.58439
Solutionised  + Artificially peak aged,0.0,0.9792,0.0,0.0,0.0,0.0,0.0,0.002,0.0028,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,12.0,310.0,275.0,2,1860.0
Solutionised  + Artificially peak aged,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,13.0,337.843093,296.474551,2,2195.9801045
Solutionised  + Artificially peak aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,12.2,297.0,261.0,2,1811.6999999999998
Solutionised  + Artificially peak aged,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,12.0,393.001149,358.527364,2,2358.006894
Solutionised  + Artificially peak aged,0.0,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,12.14425430210325,395.0,360.0,2,2398.490224665392
Solutionised  + Artificially peak aged,0.0,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,12.14425430210325,485.0,415.0,2,2944.981668260038
Solutionised  + Artificially peak aged,0.0,0.9343,0.0,0.0,0.0,0.002,0.0,0.0,0.0446,0.0,0.0,0.002,0.0,0.0108,0.0,0.0052,0.0,0.0,0.0,0.0009,0.0,0.0002,0.0,0.0,0.0,5.3,547.0,517.0,2,1449.55
Solutionised  + Artificially peak aged,0.0,0.9343,0.0,0.0,0.0,0.002,0.0,0.0,0.0446,0.0,0.0,0.002,0.0,0.0108,0.0,0.0052,0.0,0.0,0.0,0.0009,0.0,0.0002,0.0,0.0,0.0,5.3,547.0,517.0,2,1449.55
Solutionised  + Artificially peak aged,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,13.0,482.63299,413.68542,2,3137.114435
Solutionised  + Artificially peak aged,0.0,0.927927928,0.0,0.0,0.0,0.0,0.0,0.000500501,0.044544545,0.0,0.0,0.003503504,0.0,0.0,0.005005005,0.008008008,0.0,0.0,0.0,0.008508509,0.0,0.000750751,0.0,0.001251251,0.0,4.0,438.0,379.0,2,876.0
Solutionised  + Artificially peak aged,0.0,0.914,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.0,0.0,0.0,0.0,0.0,0.033,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,14.0,537.791046,468.843476,2,3764.537322
Solutionised  + Artificially peak aged,0.0,0.9085,0.0,0.0,0.0,0.0,0.0,0.0015,0.006,0.0,0.0,0.004,0.0,0.0,0.032,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.043,0.0,14.0,540.0,470.0,2,3780.0
Solutionised  + Artificially peak aged,0.0,0.9085,0.0,0.0,0.0,0.0,0.0,0.0015,0.006,0.0,0.0,0.004,0.0,0.0,0.032,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.043,0.0,14.0,540.0,470.0,2,3780.0
Solutionised  + Artificially peak aged,0.0,0.9028,0.0,0.0,0.0,0.0,0.0,0.0022,0.016,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,12.14425430210325,530.0,460.0,2,3218.227390057361
Solutionised  + Artificially peak aged,0.0,0.9028,0.0,0.0,0.0,0.0,0.0,0.0022,0.016,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,12.14425430210325,585.0,510.0,2,3552.1943833652003
Solutionised  + Artificially peak aged,0.0,0.901085706,0.0,0.0,0.0,0.0,0.0,0.002151398,0.015510082,0.0,0.0,0.00060039,0.0,0.0,0.022514635,0.000300195,0.0,0.0,0.0,0.000500325,0.0,0.000300195,0.0,0.057037074,0.0,9.75,559.0,486.5,2,2725.125
Solutionised  + Artificially peak aged,0.0,0.9007,0.0,0.0,0.0,0.0,0.0,0.0023,0.016,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,11.0,570.0,505.0,2,3135.0
Solutionised  + Artificially peak aged,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.003,0.016,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,11.0,572.264831,503.317261,2,3147.4565704999995
Solutionised  + Artificially peak aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,6.0,486.5,420.5,2,1459.5
Solutionised  + Artificially peak aged,0.0,0.8867,0.0,0.0,0.0,0.0,0.0,0.0023,0.016,0.0,0.0,0.005,0.0,0.0,0.025,0.003,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.056,0.0,6.0,572.0,503.0,2,1716.0
Solutionised  + Artificially peak aged,0.0,0.8867,0.0,0.0,0.0,0.0,0.0,0.0023,0.016,0.0,0.0,0.005,0.0,0.0,0.025,0.003,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.056,0.0,11.0,344.48198507091877,510.0,2,1894.6509178900533
Solutionised  + Artificially peak aged,0.0,0.8867,0.0,0.0,0.0,0.0,0.0,0.0023,0.016,0.0,0.0,0.005,0.0,0.0,0.025,0.003,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.056,0.0,6.0,572.0,503.0,2,1716.0
Solutionised  + Artificially peak aged,0.0,0.882,0.0,0.0,0.0,0.0,0.0,0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,10.0,606.738616,537.791046,2,3033.69308
Solutionised  + Artificially peak aged,0.0,0.8817,0.0,0.0,0.0,0.0,0.0,0.0023,0.02,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,10.0,605.0,540.0,2,3025.0
Solutionised  + Artificially peak aged,0.0,0.872,0.0,0.0,0.0,0.0,0.0,0.003,0.021,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,9.0,675.686186,627.422887,2,3040.587837
Solutionised  + Artificially peak aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,12.2,297.0,261.0,2,1811.6999999999998
Solutionised  + Artificially peak aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,6.5,510.0,445.0,2,1657.5
Solutionised  + Artificially peak aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,12.2,297.0,261.0,2,1811.6999999999998
Solutionised  + Artificially peak aged,0.0,0.927927928,0.0,0.0,0.0,0.0,0.0,0.000500501,0.044544545,0.0,0.0,0.003503504,0.0,0.0,0.005005005,0.008008008,0.0,0.0,0.0,0.008508509,0.0,0.000750751,0.0,0.001251251,0.0,4.0,438.0,379.0,2,876.0
Solutionised  + Artificially peak aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,6.5,510.0,445.0,2,1657.5
Solutionised  + Artificially peak aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,12.2,297.0,261.0,2,1811.6999999999998
Solutionised  + Artificially peak aged,0.0,0.927927928,0.0,0.0,0.0,0.0,0.0,0.000500501,0.044544545,0.0,0.0,0.003503504,0.0,0.0,0.005005005,0.008008008,0.0,0.0,0.0,0.008508509,0.0,0.000750751,0.0,0.001251251,0.0,4.5,427.5,369.0,2,961.875
Solutionised  + Artificially peak aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,5.0,493.0,417.0,2,1232.5
Solutionised  + Artificially peak aged,0.0,0.89785296,0.0,0.0,0.0,0.0,0.0,0.002302187,0.016015214,0.0,0.0,0.001000951,0.0,0.0,0.025023773,0.000500475,0.0,0.0,0.0,0.000750713,0.0,0.000500475,0.0,0.056053251,0.0,5.5,562.0,489.5,2,1545.5
Solutionised + Artificially over aged,0.0,0.9705,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,308.0,180.0,3,1078.0
Solutionised + Artificially over aged,0.0,0.9705,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,308.0,180.0,3,1078.0
Solutionised + Artificially over aged,0.0,0.9675,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,336.0,189.0,3,1512.0
Solutionised + Artificially over aged,0.0,0.9675,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,336.0,189.0,3,1512.0
Solutionised + Artificially over aged,0.0,0.9635,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,348.0,205.0,3,1740.0
Solutionised + Artificially over aged,0.0,0.9635,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,348.0,205.0,3,1740.0
Solutionised + Artificially over aged,0.0037,0.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0003,0.0,0.0116,0.0036,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0013,25.5,480.0,280.0,3,6120.0
Solutionised + Artificially over aged,0.0037,0.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0003,0.0,0.0116,0.0036,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0013,25.5,480.0,280.0,3,6120.0
Solutionised + Artificially over aged,0.0,0.9323,0.0,0.0,0.0,0.0,0.0,0.0001,0.0399,0.0,0.0,0.0012,0.0,0.0234,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0005,0.0021,7.83,540.98,474.21,3,2117.9367
Solutionised + Artificially over aged,0.0,0.9323,0.0,0.0,0.0,0.0,0.0,0.0001,0.0399,0.0,0.0,0.0012,0.0,0.0234,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0005,0.0021,7.83,540.98,474.21,3,2117.9367
Solutionised + Artificially over aged,0.0,0.932,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0012,0.0,0.0,0.0104,0.0022,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0507,0.0012,8.8,451.3,420.29,4,1985.7200000000003
Solutionised + Artificially over aged,0.0,0.932,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0012,0.0,0.0,0.0104,0.0022,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0507,0.0012,8.8,451.3,420.29,4,1985.7200000000003
Solutionised + Artificially over aged,0.0,0.9251,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0014,0.0,0.0,0.0278,0.0023,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0401,0.001,7.8,523.64,482.3,4,2042.196
Solutionised + Artificially over aged,0.0,0.9251,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0014,0.0,0.0,0.0278,0.0023,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0401,0.001,7.8,523.64,482.3,4,2042.196
Solutionised + Artificially over aged,0.0,0.861,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0005,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.087,0.0,9.0,649.0,610.0,4,2920.5
Solutionised + Artificially over aged,0.0,0.861,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0005,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.087,0.0,9.0,649.0,610.0,4,2920.5
Solutionised + Artificially over aged,0.0,0.7995,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0095,0.003,0.0,0.0,0.0,0.18,0.0,0.002,0.0,0.001,0.0,1.0,209.0,195.0,4,104.5
Solutionised + Artificially over aged,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.006,0.0,0.0,0.0105,0.003,0.0,0.0,0.0,0.18,0.0,0.002,0.0,0.001,0.0,1.0,236.0,222.0,4,118.0
Solutionised + Artificially over aged,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.22,0.0,0.002,0.0,0.001,0.0,0.5,181.0,181.0,4,45.25
Solutionised + Artificially over aged,0.0,0.7545,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.006,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.22,0.0,0.002,0.0,0.001,0.0,0.5,222.0,222.0,4,55.5
Solutionised + Artificially over aged,0.0,0.927963982,0.0,0.0,0.0,0.0,0.0,0.00050025,0.043521761,0.0,0.0,0.002501251,0.0,0.0,0.015007504,0.006003002,0.0,0.0,0.0,0.002501251,0.0,0.000750375,0.0,0.001250625,0.0,5.405,420.5,324.0,3,1136.4012500000001
Solutionised + Artificially over aged,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,330.948336,255.106009,3,1820.2158479999998
Solutionised + Artificially over aged,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14425430210325,330.0,255.0,3,2003.8019598470362
Solutionised + Artificially over aged,0.0,0.90524,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.00146,3.6,492.0,448.0,4,885.6
Solutionised + Artificially over aged,0.0,0.9006,0.0,0.0,0.0,0.0,0.0,0.0019,0.0153,0.0,0.0,0.0008,0.0,0.0,0.0224,0.0006,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0,0.058,0.0,12.3,517.3,450.2,4,3181.395
Solutionised + Artificially over aged,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.003,0.016,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,13.0,503.317261,434.369691,4,3271.5621965
Solutionised + Artificially over aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,5.0,448.0,375.5,4,1120.0
Solutionised + Artificially over aged,0.0,0.8905,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,10.6,550.0,505.0,4,2915.0
Solutionised + Artificially over aged,0.0,0.8905,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,10.6,550.0,505.0,4,2915.0
Solutionised + Artificially over aged,0.0,0.8905,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,10.6,550.0,505.0,4,2915.0
Solutionised + Artificially over aged,0.0,0.8814,0.0,0.0,0.0,0.0,0.0,0.0016,0.016,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,12.14425430210325,515.0,450.0,4,3127.145482791587
Solutionised + Artificially over aged,0.0,0.88011,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.00055,0.0,0.0,0.0212,0.0,0.0,0.0,0.0,0.00034,0.0,0.0,0.0,0.0768,0.0012,15.4,557.0,513.0,4,4288.900000000001
Solutionised + Artificially over aged,0.0,0.878070746,0.0,0.0,0.0,0.0,0.0,0.001601041,0.015510082,0.0,0.0,0.00100065,0.0,0.0,0.024515935,0.00100065,0.0,0.0,0.0,0.000750488,0.0,0.000500325,0.0,0.077050083,0.0,5.5,482.5,410.0,4,1326.875
Solutionised + Artificially over aged,0.0,0.87678911,0.0,0.0,0.0,0.0,0.0,0.001601441,0.015513963,0.0,0.0,0.001751576,0.0,0.0,0.02452207,0.001000901,0.0,0.0,0.0,0.001251126,0.0,0.00050045,0.0,0.077069362,0.0,5.5,482.5,410.0,4,1326.875
Solutionised + Artificially over aged,0.0,0.8724,0.0,0.0,0.0,0.0,0.0,0.0016,0.0155,0.0,0.0,0.0035,0.0,0.0,0.0245,0.002,0.0,0.0,0.0,0.0025,0.0,0.001,0.0,0.077,0.0,11.0,530.0,281.8720234779904,4,2915.0
Solutionised + Artificially over aged,0.0,0.8724,0.0,0.0,0.0,0.0,0.0,0.0016,0.0155,0.0,0.0,0.0035,0.0,0.0,0.0245,0.002,0.0,0.0,0.0,0.0025,0.0,0.001,0.0,0.077,0.0,12.0,517.0,448.0,4,3102.0
Solutionised + Artificially over aged,0.0,0.8724,0.0,0.0,0.0,0.0,0.0,0.0016,0.0155,0.0,0.0,0.0035,0.0,0.0,0.0245,0.002,0.0,0.0,0.0,0.0025,0.0,0.001,0.0,0.077,0.0,12.0,517.0,448.0,4,3102.0
Solutionised + Artificially over aged,0.0,0.9028,0.0,0.0,0.0,0.0,0.0,0.0022,0.016,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,12.14425430210325,495.0,420.0,4,3005.702939770554
Solutionised + Artificially over aged,0.0,0.901085706,0.0,0.0,0.0,0.0,0.0,0.002151398,0.015510082,0.0,0.0,0.00060039,0.0,0.0,0.022514635,0.000300195,0.0,0.0,0.0,0.000500325,0.0,0.000300195,0.0,0.057037074,0.0,6.5,468.5,386.0,4,1522.625
Solutionised + Artificially over aged,0.0,0.89945,0.0,0.0,0.0,0.0,0.0,0.00215,0.0155,0.0,0.0,0.0012,0.0,0.0,0.0225,0.0006,0.0,0.0,0.0,0.001,0.0,0.0006,0.0,0.057,0.0,12.0,545.0,476.0,4,3270.0
Solutionised + Artificially over aged,0.0,0.89945,0.0,0.0,0.0,0.0,0.0,0.00215,0.0155,0.0,0.0,0.0012,0.0,0.0,0.0225,0.0006,0.0,0.0,0.0,0.001,0.0,0.0006,0.0,0.057,0.0,12.0,344.48198507091877,490.0,4,2066.891910425513
Solutionised + Artificially over aged,0.0,0.89945,0.0,0.0,0.0,0.0,0.0,0.00215,0.0155,0.0,0.0,0.0012,0.0,0.0,0.0225,0.0006,0.0,0.0,0.0,0.001,0.0,0.0006,0.0,0.057,0.0,12.0,545.0,476.0,4,3270.0
Solutionised + Artificially over aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,6.5,441.5,362.0,4,1434.875
Solutionised + Artificially over aged,0.0,0.8888,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0015,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.062,0.001,11.0,552.0,490.0,4,3036.0
Solutionised + Artificially over aged,0.0,0.8888,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0015,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.062,0.001,11.0,552.0,490.0,4,3036.0
Solutionised + Artificially over aged,0.0,0.87678911,0.0,0.0,0.0,0.0,0.0,0.001601441,0.015513963,0.0,0.0,0.001751576,0.0,0.0,0.02452207,0.001000901,0.0,0.0,0.0,0.001251126,0.0,0.00050045,0.0,0.077069362,0.0,5.0,472.0,410.0,4,1180.0
Solutionised + Artificially over aged,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,7.57,448.0,375.5,4,1695.68
Solutionised + Artificially over aged,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,12.14425430210325,495.0,435.0,4,3005.702939770554
Solutionised + Artificially over aged,0.0,0.89785296,0.0,0.0,0.0,0.0,0.0,0.002302187,0.016015214,0.0,0.0,0.001000951,0.0,0.0,0.025023773,0.000500475,0.0,0.0,0.0,0.000750713,0.0,0.000500475,0.0,0.056053251,0.0,6.0,457.0,383.0,4,1371.0
